City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,devnya,43.2222,27.5694,281.55,99,100,8.39,BG,1682564781
364,guia lopes da laguna,-21.4578,-56.1142,292.88,98,23,1.57,BR,1682564782
365,sur,22.5667,59.5289,300.62,64,6,1.73,OM,1682564784
366,douentza,14.9951,-2.9517,299.11,11,98,2.15,ML,1682564786
367,baraki barak,33.9675,68.9486,288.52,44,1,0.31,AF,1682564789
368,tateyama,34.9833,139.8667,291.3,47,0,1.34,JP,1682564514
369,kenora,49.8167,-94.4337,275.69,100,100,4.63,CA,1682564793
370,hadibu,12.65,54.0333,300.66,73,5,1.25,YE,1682564795
371,anna regina,7.2644,-58.5077,296.91,90,100,1.76,GY,1682564796
372,sydney,-33.8679,151.2073,299.05,57,75,5.66,AU,1682564738
373,krasnyy yar,46.5331,48.3456,286.11,61,10,2.81,RU,1682564799
374,port-gentil,-0.7193,8.7815,300.42,80,100,4.4,GA,1682564800
375,vila velha,-20.3297,-40.2925,298.12,93,40,2.57,BR,1682564751
376,ban dung,17.699,103.2596,304.98,46,50,3.3,TH,1682564803
377,val-d'or,48.1002,-77.7828,273.2,100,100,2.06,CA,1682564570
378,santo nino,6.435,124.6975,304.97,58,100,1.22,PH,1682564805
379,isangel,-19.55,169.2667,301.63,65,100,3.14,VU,1682564806
380,bodden town,19.2833,-81.25,299.78,81,0,2.06,KY,1682564807
381,zurrieq,35.8311,14.4742,288.69,94,75,3.09,MT,1682564809
382,lake geneva,42.5917,-88.4334,278.1,76,0,0.0,US,1682564660
383,bor,56.3567,44.0669,285.11,88,100,5.22,RU,1682564811
384,wellington,-41.2866,174.7756,289.74,72,0,3.09,NZ,1682564601
385,alappuzha,9.49,76.3264,303.71,78,92,1.7,IN,1682564646
386,antalaha,-14.9003,50.2788,296.43,91,21,3.28,MG,1682564627
387,salinopolis,-0.6136,-47.3561,298.72,87,100,2.42,BR,1682564816
388,mandalgovi,45.7625,106.2708,272.66,26,100,7.18,MN,1682564817
389,hamilton,39.1834,-84.5333,283.71,63,0,0.0,US,1682564777
390,urangan,-25.3,152.9,298.82,67,81,7.52,AU,1682564649
391,selkirk,50.1436,-96.8845,278.19,94,53,1.87,CA,1682564527
392,pisco,-13.7,-76.2167,295.18,78,0,3.09,PE,1682564581
393,siniscola,40.5719,9.6922,286.9,52,89,2.09,IT,1682564824
394,west end,26.6833,-78.9667,297.14,73,98,4.26,BS,1682564826
395,belgrade,44.804,20.4651,277.78,80,0,2.57,RS,1682564212
396,ta`u,-14.2336,-169.5144,300.86,74,28,3.09,AS,1682564830
397,le port,-20.9373,55.2919,295.15,92,6,1.31,RE,1682564832
398,necochea,-38.5473,-58.7368,286.73,91,0,3.69,AR,1682564834
399,vadso,70.0744,29.7487,275.24,75,0,5.66,NO,1682564836
400,nguru,12.8791,10.4526,303.31,34,82,3.81,NG,1682564838
401,margate,51.3813,1.3862,281.43,75,97,1.79,GB,1682564799
402,ak-suu,42.4995,78.527,282.17,41,100,1.41,KG,1682564843
403,malvan,16.0667,73.4667,300.79,69,0,1.96,IN,1682564774
404,arteche,12.2645,125.4048,301.13,85,95,3.26,PH,1682564846
405,buka,40.8108,69.1986,291.82,41,1,2.48,UZ,1682564848
406,banfora,10.6333,-4.7667,299.74,53,17,2.57,BF,1682564850
407,greenville,35.6127,-77.3663,288.24,97,100,0.0,US,1682564853
408,taoudenni,22.6783,-3.9836,301.29,12,0,3.83,ML,1682564855
409,tres arroyos,-38.3739,-60.2798,284.56,92,0,1.51,AR,1682564857
410,bikenibeu village,1.3673,173.1241,304.13,70,40,5.66,KI,1682564858
411,vilyuysk,63.7553,121.6247,274.87,96,87,4.56,RU,1682564859
412,santa cruz del sur,20.7147,-77.9956,298.87,69,79,2.94,CU,1682564860
413,songea,-10.6833,35.65,287.21,94,89,0.93,TZ,1682564861
414,katghora,22.5,82.55,303.14,36,100,1.93,IN,1682564778
415,katabu,-4.9333,122.5167,301.49,82,98,1.52,ID,1682564864
416,flying fish cove,-10.4217,105.6791,300.49,79,58,5.91,CX,1682564865
417,metu,8.3,35.5833,287.84,96,80,0.97,ET,1682564866
418,shitanjing,39.2342,106.3439,283.7,24,100,9.03,CN,1682564867
419,chilliwack,49.1747,-121.9443,286.77,87,100,0.89,CA,1682564868
420,mont-laurier,46.5501,-75.4993,274.94,94,100,1.13,CA,1682564758
421,peace river,56.2501,-117.286,280.32,81,100,4.12,CA,1682564582
422,cole harbour,44.6724,-63.4751,277.7,89,100,0.89,CA,1682564872
423,spring creek,40.7266,-115.5859,286.98,43,93,0.21,US,1682564873
424,sao gabriel da cachoeira,-0.1303,-67.0892,296.59,94,97,0.8,BR,1682564875
425,dryden,49.7833,-92.7503,275.05,98,100,4.58,CA,1682564876
426,graaff-reinet,-32.2522,24.5308,293.85,30,100,4.03,ZA,1682564877
427,kretinga,55.8758,21.2508,278.01,81,0,2.57,LT,1682564878
428,kudahuvadhoo,2.6708,72.8944,302.0,73,100,2.13,MV,1682564655
429,asmara,15.3333,38.9333,288.26,69,24,1.04,ER,1682564880
430,san patricio,28.017,-97.5169,298.06,87,93,5.03,US,1682564882
431,minas de marcona,-15.2119,-75.1103,289.99,85,41,4.31,PE,1682564884
432,nema,57.5067,50.5011,283.79,89,100,4.26,RU,1682564886
433,kavieng,-2.5744,150.7967,302.34,73,16,2.43,PG,1682564888
434,yamada,39.4667,141.95,288.15,35,0,4.4,JP,1682564890
435,corinto,37.9407,22.9573,286.98,78,5,1.05,GR,1682564892
436,sahiwal,30.6667,73.1,304.44,19,100,5.16,PK,1682564894
437,happy valley-goose bay,53.3168,-60.3315,278.07,72,19,0.69,CA,1682564896
438,westport,41.1415,-73.3579,283.75,85,100,1.34,US,1682564898
439,hammerfest,70.6634,23.6821,277.4,65,88,4.12,NO,1682564900
440,carahue,-38.7,-73.1667,284.1,93,100,0.75,CL,1682564902
441,taksimo,56.3444,114.8794,277.64,39,91,0.42,RU,1682564904
442,praia da vitoria,38.7333,-27.0667,290.24,88,14,10.18,PT,1682564906
443,furstenfeld,47.05,16.0833,279.62,81,99,0.37,AT,1682564908
444,sao joao da barra,-21.6403,-41.0511,296.73,91,30,5.51,BR,1682564677
445,kovur,14.4833,79.9833,304.19,60,69,3.97,IN,1682564913
446,nadi,-17.8,177.4167,303.15,62,20,6.69,FJ,1682564673
447,fort mcmurray,56.7268,-111.381,277.31,71,87,2.12,CA,1682564916
448,barah,13.7,30.3667,301.48,42,98,3.84,SD,1682564918
449,simanggang,1.2472,111.4528,300.44,82,100,0.97,MY,1682564919
450,saint-francois,46.4154,3.9054,282.41,93,0,1.03,FR,1682564920
451,nagqu,31.5,92.0,276.21,30,73,1.97,CN,1682564721
452,el kala,36.8956,8.4433,289.03,69,10,1.33,DZ,1682564923
453,touros,-5.1989,-35.4608,298.26,87,100,3.01,BR,1682564668
454,suva,-18.1416,178.4415,303.86,66,40,4.63,FJ,1682564926
455,gunjur,13.2019,-16.7339,293.62,86,100,4.67,GM,1682564927
456,tezu,27.9167,96.1667,304.75,22,4,1.54,IN,1682564928
457,chester,40.1254,-75.8749,282.01,91,40,1.34,US,1682564929
458,timmins,48.4669,-81.3331,270.41,98,100,0.6,CA,1682564930
459,pont rouge,48.8833,-72.0825,275.83,80,10,1.55,CA,1682564932
460,acajutla,13.5928,-89.8275,300.95,78,24,1.72,SV,1682564933
461,taulaga,-11.0553,-171.0883,301.72,71,100,4.2,AS,1682564934
462,karacabey,40.2152,28.4038,284.36,96,100,2.18,TR,1682564935
463,guerrero negro,27.9769,-114.0611,288.09,83,0,6.46,MX,1682564936
464,bonthe,7.5264,-12.505,299.52,82,86,2.1,SL,1682564937
465,paradip garh,20.3167,86.6167,304.36,61,11,4.43,IN,1682564939
466,phrai bueng,14.7483,104.3626,308.79,46,100,2.46,TH,1682564940
467,salamanca,40.8333,-6.0,286.34,39,100,1.36,ES,1682564941
468,luanda,-8.8368,13.2343,297.15,94,75,1.03,AO,1682564655
469,atherton,53.5237,-2.4935,280.87,80,100,0.89,GB,1682564945
470,hafar al-batin,28.4328,45.9708,295.94,45,0,2.71,SA,1682564947
471,inhambane,-23.865,35.3833,294.93,83,3,2.67,MZ,1682564949
472,xining,36.6167,101.7667,283.55,41,100,5.62,CN,1682564951
473,namibe,-15.1961,12.1522,297.84,66,100,4.47,AO,1682564953
474,bambanglipuro,-7.95,110.2833,302.82,70,100,2.41,ID,1682564955
475,ixtapa,20.7,-105.2,297.72,78,75,3.09,MX,1682564957
476,usinsk,65.9939,57.5281,270.46,92,90,5.7,RU,1682564959
477,saint-pierre,-21.3393,55.4781,294.97,68,0,4.63,RE,1682564808
478,arar,30.9753,41.0381,292.75,13,0,2.06,SA,1682564964
479,llano bonito,7.9667,-80.4333,298.31,63,91,4.09,PA,1682564967
480,iquique,-20.2208,-70.1431,293.17,81,54,0.77,CL,1682564968
481,midvagur,62.0511,-7.1939,273.61,80,73,1.54,FO,1682564973
482,mossel bay,-34.1831,22.146,290.11,85,100,2.1,ZA,1682564974
483,siatista,40.2619,21.5442,276.03,84,0,2.48,GR,1682564976
484,hit,33.6416,42.8251,295.19,31,88,3.39,IQ,1682564977
485,upington,-28.4478,21.2561,293.51,48,57,2.75,ZA,1682564979
486,bijar,35.8668,47.6051,281.02,53,4,1.13,IR,1682564980
487,chuguyevka,44.1653,133.8633,288.18,26,4,7.15,RU,1682564981
488,suwayr,30.1171,40.3893,293.61,19,0,3.05,SA,1682564982
489,al mindak,20.1588,41.2834,291.0,56,4,0.83,SA,1682564984
490,mega,4.05,38.3,287.24,95,28,2.52,ET,1682564985
491,keflavik,64.0049,-22.5624,273.39,100,75,5.14,IS,1682564986
492,bochum,51.4833,7.2167,277.42,79,8,1.11,DE,1682564783
493,adi keyh,14.8444,39.3772,288.89,68,51,0.89,ER,1682564988
494,justiniano posse,-32.8841,-62.6779,290.11,60,11,2.74,AR,1682564989
495,tolanaro,-25.0319,46.9987,292.59,84,12,2.16,MG,1682564991
496,elliot,-31.3333,27.85,285.6,51,29,3.47,ZA,1682564992
497,axim,4.8699,-2.2405,299.84,84,100,4.93,GH,1682564993
498,mermoz boabab,14.7065,-17.4758,293.46,87,7,6.78,SN,1682564994
499,los llanos de aridane,28.6585,-17.9182,290.01,78,0,2.06,ES,1682564996
500,bayan,46.0833,127.4,290.58,26,4,7.45,CN,1682564997
501,bardai,11.65,7.2333,299.4,58,93,5.36,NG,1682564998
502,kharp,66.8014,65.8081,268.2,83,97,1.66,RU,1682564999
503,gebeit,21.0667,36.3167,296.69,33,4,1.04,SD,1682565001
504,moree,-29.4667,149.85,298.32,37,0,3.05,AU,1682565003
505,chipinge,-20.1883,32.6236,286.77,95,37,1.7,ZW,1682565005
506,zaragoza,41.6561,-0.8773,292.05,73,0,2.24,ES,1682565008
507,gympie,-26.1898,152.665,296.02,62,95,3.85,AU,1682565010
508,baiao,-2.7906,-49.6717,296.05,100,100,0.98,BR,1682565013
509,glendive,47.1053,-104.7125,286.94,35,0,1.54,US,1682565017
510,chibougamau,49.9168,-74.3659,271.08,98,76,1.63,CA,1682564927
511,naracoorte,-36.9579,140.7383,294.43,49,1,5.77,AU,1682565022
512,muroto-misakicho,33.2833,134.15,289.39,56,5,1.26,JP,1682565024
513,porto novo,6.4965,2.6036,298.76,87,100,2.02,BJ,1682565026
514,al jahra',29.3375,47.6581,300.16,25,0,3.85,KW,1682564737
515,jayapura,-2.5333,140.7,307.81,78,58,2.38,ID,1682564870
516,tyukalinsk,55.8732,72.1967,289.87,43,100,6.53,RU,1682565033
517,bel ombre,-4.6167,55.4167,301.74,75,76,6.12,SC,1682565035
518,gisborne,-38.6533,178.0042,288.94,54,1,4.58,NZ,1682565036
519,la pineda,41.0762,1.1852,288.88,80,94,1.34,ES,1682565038
520,troitskiy,57.0603,63.7481,289.72,50,100,4.99,RU,1682565039
521,dowagiac,41.9842,-86.1086,277.54,81,20,2.51,US,1682565040
522,dalandzadgad,43.5708,104.425,281.57,15,2,0.96,MN,1682565042
523,west bay,19.3667,-81.4167,299.82,78,0,2.06,KY,1682565043
524,kavaratti,10.5669,72.642,301.45,69,42,3.27,IN,1682565044
525,kangiwa,12.5521,3.8187,302.1,49,77,6.59,NG,1682565045
526,joshimath,30.5667,79.5667,288.97,49,100,0.71,IN,1682565046
527,kourou,5.1552,-52.6478,296.18,92,100,2.19,GF,1682565047
528,iguape,-24.7081,-47.5553,293.69,90,2,3.33,BR,1682565049
529,hobbs,32.7026,-103.136,287.48,41,0,9.26,US,1682565050
530,alofi,-19.0595,-169.9187,300.09,78,75,4.63,NU,1682565051
531,namie,37.4833,141.0,290.77,40,2,5.87,JP,1682565052
532,karlovo,42.6333,24.8,280.82,96,100,2.65,BG,1682565054
533,toliara,-23.35,43.6667,292.1,85,0,5.37,MG,1682564811
534,berdychiv,49.8993,28.6024,277.25,96,100,5.85,UA,1682565056
535,queenstown,-31.8976,26.8753,288.14,46,90,3.12,ZA,1682565057
536,chakari,-18.0629,29.8925,286.92,66,6,2.15,ZW,1682565058
537,chifeng,42.2683,118.9636,294.74,20,100,5.7,CN,1682565060
538,rutana,-3.8667,30.1,286.69,94,95,0.74,BI,1682565061
539,koch'ang,35.4333,126.7,291.06,32,30,2.32,KR,1682565063
540,semporna,4.4818,118.6112,301.36,79,100,1.93,MY,1682565065
541,pajara,28.3504,-14.1076,290.88,85,50,3.35,ES,1682565068
542,sovetskaya gavan',48.9723,140.2878,280.77,42,67,3.46,RU,1682565071
543,urengoy,65.9667,78.3667,267.97,92,79,1.55,RU,1682564934
544,togur,58.3631,82.8265,276.36,88,100,2.99,RU,1682565076
545,tafas,32.7356,36.0669,284.46,55,93,1.12,SY,1682565078
546,christchurch,-43.5333,172.6333,291.71,46,0,1.54,NZ,1682564694
547,olinda,-8.0089,-34.8553,298.0,88,100,1.54,BR,1682564888
548,prince rupert,54.3161,-130.3201,280.36,80,96,1.6,CA,1682564948
549,illizi,26.4833,8.4667,297.74,19,9,4.1,DZ,1682565086
550,bejaia,36.7559,5.0843,290.72,58,7,0.73,DZ,1682564893
551,mahdia,35.5047,11.0622,290.12,72,30,1.96,TN,1682565090
552,baglung,28.2719,83.5898,296.78,31,100,1.18,NP,1682565092
553,baardheere,2.3446,42.2764,298.78,87,98,3.96,SO,1682565094
554,sao raimundo nonato,-9.0153,-42.6994,297.75,64,67,1.02,BR,1682565096
555,zhangye,38.9342,100.4517,284.13,31,100,5.72,CN,1682565098
556,antsiranana,-12.2787,49.2917,297.48,89,98,4.19,MG,1682565099
557,ntoum,0.3833,9.7833,297.28,94,100,0.85,GA,1682565100
558,ebon,4.582,168.6964,301.25,79,84,5.86,MH,1682565102
559,al hazm,16.1641,44.7769,296.14,53,15,0.32,YE,1682565103
560,fuyuan,46.4333,127.0833,289.83,24,5,6.0,CN,1682565104
561,vryburg,-26.9566,24.7284,290.29,52,2,4.47,ZA,1682565105
562,polyarnyy,69.1989,33.4478,271.16,75,95,3.99,RU,1682565106
563,rostovka,55.3842,71.8891,290.4,41,100,6.46,RU,1682565108
564,ikere-ekiti,7.4913,5.2322,296.42,92,100,1.48,NG,1682565109
565,lapua,62.9693,23.0088,276.67,97,100,2.04,FI,1682565110
566,mount vernon,40.9126,-73.8371,284.76,77,40,3.6,US,1682565111
567,arzachena,41.0769,9.3887,286.84,70,69,3.94,IT,1682565112
568,dunedin,-45.8742,170.5036,290.97,47,24,3.48,NZ,1682565114
569,saint-laurent-du-maroni,5.5039,-54.0289,295.63,99,100,0.34,GF,1682565115
570,mejit,10.2753,170.8646,300.01,82,32,8.59,MH,1682565116
